"name","type","address","zip_code","state_ab","city","zip_code-2","lst","lon","mean","median","stdev","sum_w"
"Boys Burgers","burgers","1774 E Florence Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Albert's Mexican Food","mexican","6915 Santa Fe Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Birrieria Jalisco","mexican","7714 Compton Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Tacos Gavilan","mexican","4380 S Broadway","90037","CA","Los Angeles","90037",34.0073136,-118.2893576,27902,24958,24136,307.4129404
"Wingstop","chicken_wings","2124 E Florence Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Andy's Pizzeria And Mexican Food","pizza","6700 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Tom's Jr","burgers","1500 E Slauson Ave","90011","CA","Los Angeles","90011",34.0218419,-118.2570623,37079,25700,36339,296.0595691
"Taco Bell","tex-mex","8515 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Panda Express","chinese","2120 E. Florence Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Guajillo Restaurant","mexican","6480 Santa Fe Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Jack in the Box","burgers","7120 S Broadway","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Figueroa Philly Cheese Steak","cheesesteaks","358 W 38th St","90037","CA","Los Angeles","90037",34.0073136,-118.2893576,27902,24958,24136,307.4129404
"Z's Place","tradamerican","3805 S Soto St","90058","CA","Los Angeles","90058",33.9992469,-118.2432565,27709,21613,21297,131.4925498
"Carl's Jr","hotdogs","2401 E Florence Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"La Carreta","mexican","1471 E Vernon Ave","90011","CA","Los Angeles","90011",34.0218419,-118.2570623,37079,25700,36339,296.0595691
"Burger King","burgers","1202 Firestone Blvd","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Popeyes Louisiana Kitchen","hotdogs","8530 Figueroa St","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"El Pollo Loco","hotdogs","101 E Manchester Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"El Pollo Loco","mexican","2501 E Slauson Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"The Original Snack Shack","burgers","5630 S Central Ave","90011","CA","Los Angeles","90011",34.0218419,-118.2570623,37079,25700,36339,296.0595691
"McDonald's","hotdogs","11800 Wilmington Ave","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"Rally's","burgers","7207 South Avalon Boulevard","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Wendy’s","hotdogs","3297 Tweedy Blvd","90280","CA","South Gate","90280",33.944159,-118.192761,54149,42954,41327,15639.6822
"Popeyes Louisiana Kitchen","chicken_wings","1653 103rd St","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Jack in the Box","burgers","10307 S Central Ave","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Louisiana Famous Fried Chicken","chicken_wings","9101 S Central Ave","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Hawkins House of Burgers","burgers","11603 Slater St","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"Hercules","burgers","2825 E Imperial Hwy","90262","CA","Lynwood","90262",33.931052,-118.1901733,42656,41431,27962,218.0611991
"In-N-Out Burger","burgers","6000 Pacific Blvd","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Taco Bell","mexican","11758 S Wilmington","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"El Pollo Loco","hotdogs","101 E Manchester Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"McDonald's","hotdogs","2303 E Florence Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"The Garbage Truck","foodtrucks",NULL,"90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Taco Bell","mexican","9919 South Avalon Blvd","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Taco Bell","tex-mex","8515 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Burger King","burgers","1673 103rd St","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"The Burger Palace","burgers","100 E Manchester Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Wingstop","chicken_wings","10007 S Central Ave.","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Burger King","burgers","1202 Firestone Blvd","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"The Buffalo Spot - Huntington Park","hotdogs","5918 Pacific Blvd","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Tacos Los Tomateros","hotdogs","7625 S Alameda St","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Lucy's Restaurant","burgers","7313 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Bill's Drive In","burgers","1664 E Florence Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Johns Drive-In Hamburgers","burgers","6625 E Santa Fe Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Bobo's Hamburgers","burgers","1220 E Firestone Blvd","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Eatgud Cafe","cafes","3008 Tweedy Blvd","90280","CA","South Gate","90280",33.944159,-118.192761,54149,42954,41327,15639.6822
"Jack in the Box","hotdogs","1355 E Florence Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"All Flavor No Grease","foodtrucks","728 E 108th St","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"McDonald's","hotdogs","10011 S Avalon Blvd","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"McDonald's","burgers","8681 S Alameda St","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Carl's Jr / Green Burrito","hotdogs","2310 Firestone Blvd","90280","CA","South Gate","90280",33.944159,-118.192761,54149,42954,41327,15639.6822
"Boys Burgers","burgers","1774 E Florence Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Chicken N Roll","southern","11111 Wilmington Ave","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"El Pollo Loco","hotdogs","12800 Avalon Blvd","90061","CA","Los Angeles","90061",33.9194635,-118.2717325,51540,44268,33811,185.5914437
"Bobo's Hamburgers","breakfast_brunch","2709 Firestone Blvd","90280","CA","South Gate","90280",33.944159,-118.192761,54149,42954,41327,15639.6822
"Rally's","burgers","3234 East Florence","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"KFC","hotdogs","11864 Wilmington Ave","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"Church's Chicken","chicken_wings","1030 East Manchester","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Jack in the Box","hotdogs","2601 E Slauson Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Popeyes Louisiana Kitchen","hotdogs","8530 Figueroa St","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"OS Louisiana Fish & Grill","fishnchips","11816 Wilmington Ave","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"Original Tommy's World Famous Hamburgers","burgers","7200 Seville Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"The Los Angeles Banh Mi Company","vietnamese","2479 E Florence Ave","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"El Pariente","mexican","7400 Pacific Blvd","90255","CA","Huntington Park","90255",33.9832062,-118.2208725,35969,27107,25779,498.327462
"Birrieria Jalisco","mexican","7714 Compton Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"KFC","hotdogs","8515 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Wendy's","hotdogs","3297 Tweedy Blvd","90280","CA","South Gate","90280",33.944159,-118.192761,54149,42954,41327,15639.6822
"Balam Mexican Kitchen","mexican","11700 Long Beach Blvd","90262","CA","Lynwood","90262",33.931052,-118.1901733,42656,41431,27962,218.0611991
"Burger King","burgers","1090 Fremont Blvd","93955","CA","Seaside","93955",36.6034308,-121.8319795,35070,20035,37384,330.4907662
"King Taco","mexican","12102 Long Beach Blvd","90262","CA","Lynwood","90262",33.931052,-118.1901733,42656,41431,27962,218.0611991
"Rally's","burgers","7207 South Avalon Boulevard","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"The Burger Palace","burgers","100 E Manchester Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"El Pollo Loco","hotdogs","101 E Manchester Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Jack in the Box","hotdogs","11400 S Figueroa St","90061","CA","Los Angeles","90061",33.9194635,-118.2717325,51540,44268,33811,185.5914437
"Jack in the Box","burgers","805 W Manchester Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"McDonald's","hotdogs","101 W Manchester Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Popeyes Louisiana Kitchen","hotdogs","8530 Figueroa St","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Louisiana Famous Fried Chicken","chicken_wings","9101 S Central Ave","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Tam's Burgers No 7","burgers","5023 S Central Ave","90011","CA","Los Angeles","90011",34.0218419,-118.2570623,37079,25700,36339,296.0595691
"Jack in the Box","burgers","7120 S Broadway","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Tacos Gavilan","mexican","4380 S Broadway","90037","CA","Los Angeles","90037",34.0073136,-118.2893576,27902,24958,24136,307.4129404
"Tam's Burgers","burgers","500 W Manchester Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"El Pollo Loco","hotdogs","1360 W Imperial Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"The Garbage Truck","foodtrucks",NULL,"90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"McDonald's","burgers","501 W Imperial Hwy","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"Lucy's Restaurant","burgers","7313 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Taco Bell","mexican","9919 South Avalon Blvd","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Taco Bell","tex-mex","8515 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"McDonald's","hotdogs","11800 Wilmington Ave","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"McDonald's","hotdogs","505 W Florence Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"All Flavor No Grease","foodtrucks","728 E 108th St","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"Wings & Pot","chicken_wings","2108 W Manchester Ave","90047","CA","Los Angeles","90047",33.941679,-118.301838,39928,26090,41109,7649.302158
"Roscoe's House of Chicken & Waffles - South LA","soulfood","106 W Manchester Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Taco Bell","mexican","5801 S. Vermont Ave.","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"Charlie's Famous Fried Chicken","chickenshop","1824 W Manchester Ave","90047","CA","Los Angeles","90047",33.941679,-118.301838,39928,26090,41109,7649.302158
"Fred's Burger","burgers","5950 S Vermont Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"Hawkins House of Burgers","burgers","11603 Slater St","90059","CA","Los Angeles","90059",33.932376,-118.2502423,23353,12486,22296,264.8449744
"Bill's Drive In","burgers","1664 E Florence Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Authentic Philly At The Corner","cheesesteaks","1855 W Manchester Ave","90047","CA","Los Angeles","90047",33.941679,-118.301838,39928,26090,41109,7649.302158
"Jack in the Box","hotdogs","7201 S Western Ave","90047","CA","Los Angeles","90047",33.941679,-118.301838,39928,26090,41109,7649.302158
"A & T Burgers","burgers","9401 Avalon Blvd","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Wingstop","chicken_wings","8330 S Vermont Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"Yoshinoya","japanese","539 East Florence Ave.","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Jack in the Box","burgers","10307 S Central Ave","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Toms Jr Burgers Express","burgers","722 W Florence Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"Chinatown Express","chinese","519 W Manchester Ave","90044","CA","Los Angeles","90044",33.9920924,-118.2979984,40317,27101,39650,538.9884766
"Golden Bird Chicken","chicken_wings","8300 S Western Ave","90047","CA","Los Angeles","90047",33.941679,-118.301838,39928,26090,41109,7649.302158
"Popeyes Louisiana Kitchen","chicken_wings","1653 103rd St","90002","CA","Los Angeles","90002",33.9470153,-118.2593919,26815,18303,26115,293.8554879
"Hercules Burgers","burgers","6225 S Broadway Ave","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Fatburger","burgers","5867 Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Church's Chicken","chicken_wings","1030 East Manchester","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Burger King","burgers","304 W Century Blvd","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"El Pollo Loco","hotdogs","4405 Avalon Blvd","90011","CA","Los Angeles","90011",34.0218419,-118.2570623,37079,25700,36339,296.0595691
"McDonald's","hotdogs","10011 S Avalon Blvd","90003","CA","Los Angeles","90003",33.966092,-118.2752631,37936,34678,22619,415.5881723
"Taco Bell","hotdogs","1408 W Century Blvd","90047","CA","Los Angeles","90047",33.941679,-118.301838,39928,26090,41109,7649.302158
"Boys Burgers","burgers","1774 E Florence Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Carl's Jr","hotdogs","1439 E Gage Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"Burger King","burgers","1202 Firestone Blvd","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"WaBa Grill","hotdogs","5857 S Central Ave","90001","CA","Los Angeles","90001",33.9729857,-118.2628927,36769,30036,30034,254.6590909
"A & T Burgers","burgers","11318 Avalon Blvd","90061","CA","Los Angeles","90061",33.9194635,-118.2717325,51540,44268,33811,185.5914437
"Monty's Good Burger","burgers","516 S Western Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"The Kluckin Chicken","chickenshop","5022 Melrose Ave","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Original Tommy's World Famous Hamburgers","burgers","2575 Beverly Blvd","90057","CA","Los Angeles","90057",34.0637659,-118.2691298,34427,22191,31842,499.3279917
"Blue Bird Burgers","burgers","3601 W 3rd St","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jollibee","hotdogs","3821 Beverly Blvd","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"Angry Chickz","southern","5065 Hollywood Blvd","90027","CA","Los Angeles","90027",34.1124175,-118.2723964,71281,64881,51608,253.5839833
"HanShik Express","korean","3959 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Gol Tong Chicken","chicken_wings","361 S Western Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"In-N-Out Burger","hotdogs","7009 Sunset Blvd","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"Chick-fil-A","hotdogs","6750 W Sunset Blvd","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"Calif. Chicken Cafe","salad","6805 Melrose Ave","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Pink's Hot Dogs","hotdog","709 N La Brea Ave","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Hollywood Burger","breakfast_brunch","6250 Hollywood Blvd","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"77 Kentucky","chicken_wings","698 S Vermont Ave","90005","CA","Los Angeles","90005",34.0529626,-118.2819584,33119,25809,27321,301.4562784
"Stark's Hot Chicken","chicken_wings","207 S Vermont Ave","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"Taco Bell","hotdogs","6254 Lexington Avenue","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Jack in the Box","hotdogs","6300 Santa Monica Blvd","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"McDonald's","hotdogs","1413 N Vine","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"Shake Shack","burgers","6201 Hollywood Blvd","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"Whistlin' Dixie","chickenshop","1523 N La Brea Ave","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"Fat Sal's Deli - Hollywood","sandwiches","1300 N Highland Ave","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"All About the Bread","sandwiches","7111 Melrose Ave","90046","CA","Los Angeles","90046",34.1025152,-118.3477123,71807,46897,67637,859.2618
"Jesse Boy","korean","6254 Santa Monica Blvd","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Dave's Hot Chicken","chickenshop","3462 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Kalbis Grill","korean","3959 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Wendy's","burgers","1305 N Vermont Ave","90027","CA","Los Angeles","90027",34.1124175,-118.2723964,71281,64881,51608,253.5839833
"McDonald's","hotdogs","695 S Western Ave","90005","CA","Los Angeles","90005",34.0529626,-118.2819584,33119,25809,27321,301.4562784
"Roscoe's House of Chicken & Waffles - Hollywood","soulfood","1514 N Gower St","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"Farmer Boys","breakfast_brunch","5519 Hollywood Blvd","90028","CA","Los Angeles","90028",34.1112674,-118.3093146,123433,83180,91067,173.4884437
"Twozone Chicken","chicken_wings","450 S Western Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Cassell's Hamburgers","tradamerican","3600 W 6th St","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jack in the Box","burgers","5201 Wilshire Blvd","90036","CA","Los Angeles","90036",34.0748535,-118.348502,91974,300000,88846,214.6962832
"Carl's Jr","hotdogs","501S Western","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Korea Town Pizza Company","pizza","3900 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Papa's Chicken","chicken_wings","3003 W Olympic Blvd","90006","CA","Los Angeles","90006",34.0508743,-118.2978915,38042,28469,28015,469.2585214
"Jack in the Box","hotdogs","459 S Vermont Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Two Hands Hotdog","hotdog","450 S Western Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Ben's Fast Food","gluten_free","615 N Western Ave","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"El Cartel","mexican","5515 Wilshire Blvd","90036","CA","Los Angeles","90036",34.0748535,-118.348502,91974,300000,88846,214.6962832
"Twozone Chicken","chickenshop","3516 W 8th St","90005","CA","Los Angeles","90005",34.0529626,-118.2819584,33119,25809,27321,301.4562784
"Burger Factory","burgers","5802 Santa Monica Blvd","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Boo's Philly Cheesesteaks - Silverlake","cheesesteaks","4501 Fountain Ave","90029","CA","Los Angeles","90029",34.0929287,-118.304794,41109,28797,35748,736.2486463
"Dino's Chicken and Burgers","burgers","2575 W Pico Blvd","90006","CA","Los Angeles","90006",34.0508743,-118.2978915,38042,28469,28015,469.2585214
"Gokobol","asianfusion","4220 Beverly Blvd","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"Burger Lounge","burgers","217 N Larchmont Blvd","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"Wienerschnitzel","hotdog","3619 W Olympic Blvd","90019","CA","Los Angeles","90019",34.0494541,-118.3215149,64429,42865,64289,438.8556773
"Dogs Chicks","chicken_wings","1551 W 7th St","90017","CA","Los Angeles","90017",34.1001272,-118.2316884,62747,58114,45685,127.324813
"Taco Bell","hotdogs","103 S Rampart Blvd","90057","CA","Los Angeles","90057",34.0637659,-118.2691298,34427,22191,31842,499.3279917
"Jack in the Box","burgers","1243 N Highland Ave","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Fatburger","burgers","1611 N Vermont Ave","90027","CA","Los Angeles","90027",34.1124175,-118.2723964,71281,64881,51608,253.5839833
"77 Kentucky","chicken_wings","698 S Vermont Ave","90005","CA","Los Angeles","90005",34.0529626,-118.2819584,33119,25809,27321,301.4562784
"HanShik Express","korean","3959 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Dave's Hot Chicken","chickenshop","970 N Western Ave","90029","CA","Los Angeles","90029",34.0929287,-118.304794,41109,28797,35748,736.2486463
"Twozone Chicken","chickenshop","3516 W 8th St","90005","CA","Los Angeles","90005",34.0529626,-118.2819584,33119,25809,27321,301.4562784
"Smashed Out","burgers","615 N Western Ave","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"Jollibee","hotdogs","3821 Beverly Blvd","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"McDonald's","hotdogs","695 S Western Ave","90005","CA","Los Angeles","90005",34.0529626,-118.2819584,33119,25809,27321,301.4562784
"Blue Bird Burgers","burgers","3601 W 3rd St","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Kalbis Grill","korean","3959 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Gol Tong Chicken","chicken_wings","361 S Western Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Korea Town Pizza Company","pizza","3900 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Pollo a La Brasa Western","latin","764 S Western Ave","90005","CA","Los Angeles","90005",34.0529626,-118.2819584,33119,25809,27321,301.4562784
"McDonald's","burgers","1231 S La Brea Ave","90019","CA","Los Angeles","90019",34.0494541,-118.3215149,64429,42865,64289,438.8556773
"Dino's Chicken and Burgers","burgers","2575 W Pico Blvd","90006","CA","Los Angeles","90006",34.0508743,-118.2978915,38042,28469,28015,469.2585214
"Chin's Hawaiian Teriyaki Bbq Chicken","bbq","1708 S Western Ave","90006","CA","Los Angeles","90006",34.0508743,-118.2978915,38042,28469,28015,469.2585214
"Papa's Chicken","chicken_wings","3003 W Olympic Blvd","90006","CA","Los Angeles","90006",34.0508743,-118.2978915,38042,28469,28015,469.2585214
"Dogs Chicks","chicken_wings","1551 W 7th St","90017","CA","Los Angeles","90017",34.1001272,-118.2316884,62747,58114,45685,127.324813
"Dave's Hot Chicken","chickenshop","3462 Wilshire Blvd","90010","CA","Los Angeles","90010",34.0653405,-118.3184531,84137,300000,68849,162.7274301
"Twozone Chicken","chicken_wings","450 S Western Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Witch's Chicken","korean","3250 W Olympic Blvd","90006","CA","Los Angeles","90006",34.0508743,-118.2978915,38042,28469,28015,469.2585214
"El Cartel","mexican","5515 Wilshire Blvd","90036","CA","Los Angeles","90036",34.0748535,-118.348502,91974,300000,88846,214.6962832
"Calif. Chicken Cafe","salad","6805 Melrose Ave","90038","CA","Los Angeles","90038",34.0852963,-118.3277048,58909,47458,47588,266.0555146
"Stark's Hot Chicken","chicken_wings","207 S Vermont Ave","90004","CA","Los Angeles","90004",34.079869,-118.3068568,54342,37893,50701,526.4876806
"Carl's Jr","hotdogs","501S Western","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jack in the Box","burgers","5201 Wilshire Blvd","90036","CA","Los Angeles","90036",34.0748535,-118.348502,91974,300000,88846,214.6962832
"Cassell's Hamburgers","tradamerican","3600 W 6th St","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Jack in the Box","hotdogs","459 S Vermont Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"Five Guys","burgers","5550 Wilshire Blvd","90036","CA","Los Angeles","90036",34.0748535,-118.348502,91974,300000,88846,214.6962832
"Gus's World Famous Fried Chicken","southern","1262 Crenshaw Blvd","90019","CA","Los Angeles","90019",34.0494541,-118.3215149,64429,42865,64289,438.8556773
"Two Hands Hotdog","hotdog","450 S Western Ave","90020",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
